#         t          x          y          z         vx         vy         vz
      0.000    -98.600   -119.990   -127.780    -28.430    173.920     93.230
      0.001    -98.628   -119.816   -127.687    -28.361    174.000     93.318
      0.002    -98.657   -119.642   -127.593    -28.291    174.080     93.405
      0.003    -98.685   -119.468   -127.500    -28.222    174.161     93.493
      0.004    -98.713   -119.294   -127.406    -28.152    174.241     93.581
      0.005    -98.741   -119.119   -127.313    -28.082    174.321     93.669
      0.006    -98.769   -118.945   -127.219    -28.012    174.402     93.757
      0.007    -98.797   -118.771   -127.125    -27.942    174.482     93.845
      0.008    -98.825   -118.596   -127.031    -27.871    174.563     93.933
      0.009    -98.853   -118.421   -126.937    -27.801    174.643     94.022
      0.010    -98.881   -118.247   -126.843    -27.730    174.724     94.110
      0.011    -98.909   -118.072   -126.749    -27.660    174.804     94.199
      0.012    -98.936   -117.897   -126.655    -27.589    174.885     94.287
      0.013    -98.964   -117.722   -126.561    -27.517    174.965     94.376
      0.014    -98.991   -117.547   -126.466    -27.446    175.046     94.465
      0.015    -99.019   -117.372   -126.372    -27.375    175.127     94.554
      0.016    -99.046   -117.197   -126.277    -27.303    175.207     94.643
      0.017    -99.073   -117.022   -126.182    -27.231    175.288     94.732
      0.018    -99.100   -116.846   -126.088    -27.160    175.369     94.822
      0.019    -99.128   -116.671   -125.993    -27.087    175.450     94.911
      0.020    -99.155   -116.496   -125.898    -27.015    175.531     95.001
      0.021    -99.182   -116.320   -125.803    -26.943    175.611     95.090
      0.022    -99.208   -116.144   -125.708    -26.870    175.692     95.180
      0.023    -99.235   -115.969   -125.612    -26.798    175.773     95.270
      0.024    -99.262   -115.793   -125.517    -26.725    175.854     95.360
      0.025    -99.289   -115.617   -125.422    -26.652    175.935     95.450
      0.026    -99.315   -115.441   -125.326    -26.579    176.017     95.540
      0.027    -99.342   -115.265   -125.231    -26.505    176.098     95.630
      0.028    -99.368   -115.089   -125.135    -26.432    176.179     95.721
      0.029    -99.395   -114.912   -125.039    -26.358    176.260     95.811
      0.030    -99.421   -114.736   -124.943    -26.284    176.341     95.902
      0.031    -99.447   -114.560   -124.847    -26.210    176.422     95.993
      0.032    -99.473   -114.383   -124.751    -26.136    176.504     96.084
      0.033    -99.500   -114.207   -124.655    -26.062    176.585     96.174
      0.034    -99.526   -114.030   -124.559    -25.988    176.666     96.266
      0.035    -99.552   -113.853   -124.463    -25.913    176.748     96.357
      0.036    -99.577   -113.677   -124.366    -25.838    176.829     96.448
      0.037    -99.603   -113.500   -124.270    -25.763    176.911     96.539
      0.038    -99.629   -113.323   -124.173    -25.688    176.992     96.631
      0.039    -99.655   -113.146   -124.076    -25.613    177.074     96.722
      0.040    -99.680   -112.969   -123.980    -25.537    177.155     96.814
      0.041    -99.706   -112.791   -123.883    -25.462    177.237     96.906
      0.042    -99.731   -112.614   -123.786    -25.386    177.318     96.998
      0.043    -99.756   -112.437   -123.689    -25.310    177.400     97.090
      0.044    -99.782   -112.259   -123.592    -25.234    177.482     97.182
      0.045    -99.807   -112.082   -123.494    -25.158    177.564     97.275
      0.046    -99.832   -111.904   -123.397    -25.081    177.645     97.367
      0.047    -99.857   -111.727   -123.300    -25.004    177.727     97.459
      0.048    -99.882   -111.549   -123.202    -24.928    177.809     97.552
      0.049    -99.907   -111.371   -123.105    -24.851    177.891     97.645
      0.050    -99.932   -111.193   -123.007    -24.774    177.973     97.738
      0.051    -99.956   -111.015   -122.909    -24.696    178.055     97.831
      0.052    -99.981   -110.837   -122.811    -24.619    178.137     97.924
      0.053   -100.006   -110.659   -122.713    -24.541    178.219     98.017
      0.054   -100.030   -110.480   -122.615    -24.463    178.301     98.110
      0.055   -100.055   -110.302   -122.517    -24.385    178.383     98.204
      0.056   -100.079   -110.124   -122.419    -24.307    178.465     98.297
      0.057   -100.103   -109.945   -122.320    -24.229    178.547     98.391
      0.058   -100.127   -109.767   -122.222    -24.150    178.629     98.484
      0.059   -100.152   -109.588   -122.124    -24.072    178.711     98.578
      0.060   -100.176   -109.409   -122.025    -23.993    178.793     98.672
      0.061   -100.200   -109.230   -121.926    -23.914    178.876     98.766
      0.062   -100.223   -109.051   -121.827    -23.834    178.958     98.861
      0.063   -100.247   -108.872   -121.728    -23.755    179.040     98.955
      0.064   -100.271   -108.693   -121.629    -23.675    179.123     99.049
      0.065   -100.295   -108.514   -121.530    -23.596    179.205     99.144
      0.066   -100.318   -108.335   -121.431    -23.516    179.287     99.239
      0.067   -100.342   -108.156   -121.332    -23.436    179.370     99.334
      0.068   -100.365   -107.976   -121.233    -23.355    179.452     99.428
      0.069   -100.388   -107.797   -121.133    -23.275    179.535     99.523
      0.070   -100.412   -107.617   -121.033    -23.194    179.617     99.619
      0.071   -100.435   -107.438   -120.934    -23.113    179.700     99.714
      0.072   -100.458   -107.258   -120.834    -23.032    179.782     99.809
      0.073   -100.481   -107.078   -120.734    -22.951    179.865     99.905
      0.074   -100.504   -106.898   -120.634    -22.870    179.948    100.000
      0.075   -100.527   -106.718   -120.534    -22.788    180.030    100.096
      0.076   -100.549   -106.538   -120.434    -22.706    180.113    100.192
      0.077   -100.572   -106.358   -120.334    -22.624    180.196    100.288
      0.078   -100.595   -106.178   -120.233    -22.542    180.279    100.384
      0.079   -100.617   -105.997   -120.133    -22.460    180.361    100.480
      0.080   -100.639   -105.817   -120.032    -22.377    180.444    100.577
      0.081   -100.662   -105.636   -119.932    -22.295    180.527    100.673
      0.082   -100.684   -105.456   -119.831    -22.212    180.610    100.770
      0.083   -100.706   -105.275   -119.730    -22.129    180.693    100.866
      0.084   -100.728   -105.094   -119.629    -22.045    180.776    100.963
      0.085   -100.750   -104.914   -119.528    -21.962    180.859    101.060
      0.086   -100.772   -104.733   -119.427    -21.878    180.942    101.157
      0.087   -100.794   -104.552   -119.326    -21.795    181.025    101.254
      0.088   -100.816   -104.371   -119.225    -21.710    181.108    101.352
      0.089   -100.837   -104.190   -119.123    -21.626    181.191    101.449
      0.090   -100.859   -104.008   -119.022    -21.542    181.274    101.547
      0.091   -100.881   -103.827   -118.920    -21.457    181.357    101.644
      0.092   -100.902   -103.646   -118.819    -21.373    181.440    101.742
      0.093   -100.923   -103.464   -118.717    -21.288    181.524    101.840
      0.094   -100.945   -103.283   -118.615    -21.202    181.607    101.938
      0.095   -100.966   -103.101   -118.513    -21.117    181.690    102.036
      0.096   -100.987   -102.919   -118.411    -21.031    181.773    102.134
      0.097   -101.008   -102.737   -118.309    -20.946    181.857    102.233
      0.098   -101.029   -102.555   -118.206    -20.860    181.940    102.331
      0.099   -101.049   -102.373   -118.104    -20.774    182.023    102.430
      0.100   -101.070   -102.191   -118.002    -20.687    182.107    102.529
      0.101   -101.091   -102.009   -117.899    -20.601    182.190    102.628
      0.102   -101.111   -101.827   -117.796    -20.514    182.274    102.727
      0.103   -101.132   -101.645   -117.693    -20.427    182.357    102.826
      0.104   -101.152   -101.462   -117.591    -20.340    182.441    102.925
      0.105   -101.173   -101.280   -117.488    -20.253    182.524    103.024
      0.106   -101.193   -101.097   -117.385    -20.165    182.608    103.124
      0.107   -101.213   -100.915   -117.281    -20.077    182.691    103.224
      0.108   -101.233   -100.732   -117.178    -19.989    182.775    103.323
      0.109   -101.253   -100.549   -117.075    -19.901    182.858    103.423
      0.110   -101.273   -100.366   -116.971    -19.813    182.942    103.523
      0.111   -101.292   -100.183   -116.868    -19.724    183.026    103.623
      0.112   -101.312   -100.000   -116.764    -19.636    183.109    103.724
      0.113   -101.332    -99.817   -116.660    -19.547    183.193    103.824
      0.114   -101.351    -99.634   -116.556    -19.457    183.277    103.925
      0.115   -101.371    -99.450   -116.452    -19.368    183.361    104.025
      0.116   -101.390    -99.267   -116.348    -19.279    183.445    104.126
      0.117   -101.409    -99.083   -116.244    -19.189    183.528    104.227
      0.118   -101.428    -98.900   -116.140    -19.099    183.612    104.328
      0.119   -101.447    -98.716   -116.035    -19.009    183.696    104.429
      0.120   -101.466    -98.533   -115.931    -18.918    183.780    104.530
      0.121   -101.485    -98.349   -115.826    -18.828    183.864    104.632
      0.122   -101.504    -98.165   -115.722    -18.737    183.948    104.733
      0.123   -101.523    -97.981   -115.617    -18.646    184.032    104.835
      0.124   -101.541    -97.797   -115.512    -18.554    184.116    104.937
      0.125   -101.560    -97.613   -115.407    -18.463    184.200    105.039
      0.126   -101.578    -97.428   -115.302    -18.371    184.284    105.141
      0.127   -101.597    -97.244   -115.197    -18.279    184.368    105.243
      0.128   -101.615    -97.060   -115.092    -18.187    184.452    105.345
      0.129   -101.633    -96.875   -114.986    -18.095    184.536    105.448
      0.130   -101.651    -96.691   -114.881    -18.003    184.620    105.550
      0.131   -101.669    -96.506   -114.775    -17.910    184.704    105.653
      0.132   -101.687    -96.321   -114.669    -17.817    184.789    105.756
      0.133   -101.705    -96.136   -114.564    -17.724    184.873    105.859
      0.134   -101.722    -95.951   -114.458    -17.630    184.957    105.962
      0.135   -101.740    -95.766   -114.352    -17.537    185.041    106.065
      0.136   -101.757    -95.581   -114.245    -17.443    185.125    106.168
      0.137   -101.775    -95.396   -114.139    -17.349    185.210    106.272
      0.138   -101.792    -95.211   -114.033    -17.255    185.294    106.376
      0.139   -101.809    -95.026   -113.926    -17.160    185.378    106.479
      0.140   -101.826    -94.840   -113.820    -17.065    185.463    106.583
      0.141   -101.843    -94.655   -113.713    -16.970    185.547    106.687
      0.142   -101.860    -94.469   -113.607    -16.875    185.631    106.791
      0.143   -101.877    -94.283   -113.500    -16.780    185.716    106.896
      0.144   -101.894    -94.098   -113.393    -16.684    185.800    107.000
      0.145   -101.911    -93.912   -113.286    -16.588    185.885    107.105
      0.146   -101.927    -93.726   -113.179    -16.492    185.969    107.209
      0.147   -101.943    -93.540   -113.071    -16.396    186.054    107.314
      0.148   -101.960    -93.354   -112.964    -16.300    186.138    107.419
      0.149   -101.976    -93.168   -112.856    -16.203    186.223    107.524
      0.150   -101.992    -92.981   -112.749    -16.106    186.307    107.629
      0.151   -102.008    -92.795   -112.641    -16.009    186.392    107.735
      0.152   -102.024    -92.608   -112.533    -15.911    186.476    107.840
      0.153   -102.040    -92.422   -112.426    -15.814    186.561    107.946
      0.154   -102.056    -92.235   -112.318    -15.716    186.645    108.052
      0.155   -102.072    -92.049   -112.209    -15.618    186.730    108.157
      0.156   -102.087    -91.862   -112.101    -15.519    186.815    108.263
      0.157   -102.103    -91.675   -111.993    -15.421    186.899    108.370
      0.158   -102.118    -91.488   -111.884    -15.322    186.984    108.476
      0.159   -102.133    -91.301   -111.776    -15.223    187.068    108.582
      0.160   -102.148    -91.114   -111.667    -15.124    187.153    108.689
      0.161   -102.163    -90.927   -111.559    -15.024    187.238    108.796
      0.162   -102.178    -90.739   -111.450    -14.924    187.323    108.902
      0.163   -102.193    -90.552   -111.341    -14.824    187.407    109.009
      0.164   -102.208    -90.365   -111.232    -14.724    187.492    109.117
      0.165   -102.223    -90.177   -111.123    -14.624    187.577    109.224
      0.166   -102.237    -89.990   -111.013    -14.523    187.662    109.331
      0.167   -102.252    -89.802   -110.904    -14.422    187.746    109.439
      0.168   -102.266    -89.614   -110.794    -14.321    187.831    109.546
      0.169   -102.280    -89.426   -110.685    -14.220    187.916    109.654
      0.170   -102.295    -89.238   -110.575    -14.118    188.001    109.762
      0.171   -102.309    -89.050   -110.465    -14.016    188.086    109.870
      0.172   -102.323    -88.862   -110.355    -13.914    188.171    109.979
      0.173   -102.337    -88.674   -110.245    -13.811    188.255    110.087
      0.174   -102.350    -88.486   -110.135    -13.709    188.340    110.195
      0.175   -102.364    -88.297   -110.025    -13.606    188.425    110.304
      0.176   -102.378    -88.109   -109.915    -13.503    188.510    110.413
      0.177   -102.391    -87.920   -109.804    -13.399    188.595    110.522
      0.178   -102.404    -87.731   -109.694    -13.296    188.680    110.631
      0.179   -102.418    -87.543   -109.583    -13.192    188.765    110.740
      0.180   -102.431    -87.354   -109.472    -13.088    188.850    110.850
      0.181   -102.444    -87.165   -109.361    -12.984    188.935    110.959
      0.182   -102.457    -86.976   -109.250    -12.879    189.020    111.069
      0.183   -102.469    -86.787   -109.139    -12.774    189.105    111.178
      0.184   -102.482    -86.598   -109.028    -12.669    189.190    111.288
      0.185   -102.495    -86.409   -108.916    -12.564    189.275    111.398
      0.186   -102.507    -86.219   -108.805    -12.458    189.360    111.509
      0.187   -102.520    -86.030   -108.693    -12.352    189.445    111.619
      0.188   -102.532    -85.840   -108.582    -12.246    189.530    111.729
      0.189   -102.544    -85.651   -108.470    -12.140    189.615    111.840
      0.190   -102.556    -85.461   -108.358    -12.033    189.700    111.951
      0.191   -102.568    -85.271   -108.246    -11.926    189.785    112.062
      0.192   -102.580    -85.082   -108.134    -11.819    189.870    112.173
      0.193   -102.592    -84.892   -108.022    -11.711    189.955    112.284
      0.194   -102.604    -84.702   -107.909    -11.604    190.040    112.395
      0.195   -102.615    -84.512   -107.797    -11.496    190.125    112.507
      0.196   -102.627    -84.321   -107.684    -11.388    190.210    112.619
      0.197   -102.638    -84.131   -107.572    -11.279    190.295    112.730
      0.198   -102.649    -83.941   -107.459    -11.170    190.380    112.842
      0.199   -102.660    -83.750   -107.346    -11.061    190.465    112.954
      0.200   -102.671    -83.560   -107.233    -10.952    190.550    113.067
      0.201   -102.682    -83.369   -107.120    -10.843    190.635    113.179
      0.202   -102.693    -83.179   -107.007    -10.733    190.720    113.292
      0.203   -102.704    -82.988   -106.893    -10.623    190.806    113.404
      0.204   -102.714    -82.797   -106.780    -10.512    190.891    113.517
      0.205   -102.725    -82.606   -106.666    -10.402    190.976    113.630
      0.206   -102.735    -82.415   -106.553    -10.291    191.061    113.743
      0.207   -102.745    -82.224   -106.439    -10.180    191.146    113.856
      0.208   -102.755    -82.033   -106.325    -10.069    191.231    113.970
      0.209   -102.765    -81.842   -106.211     -9.957    191.316    114.083
      0.210   -102.775    -81.650   -106.097     -9.845    191.401    114.197
      0.211   -102.785    -81.459   -105.982     -9.733    191.486    114.311
      0.212   -102.795    -81.267   -105.868     -9.620    191.572    114.425
      0.213   -102.804    -81.076   -105.754     -9.507    191.657    114.539
      0.214   -102.814    -80.884   -105.639     -9.394    191.742    114.653
      0.215   -102.823    -80.692   -105.524     -9.281    191.827    114.768
      0.216   -102.832    -80.500   -105.409     -9.168    191.912    114.882
      0.217   -102.841    -80.308   -105.294     -9.054    191.997    114.997
      0.218   -102.850    -80.116   -105.179     -8.940    192.082    115.112
      0.219   -102.859    -79.924   -105.064     -8.825    192.167    115.227
      0.220   -102.868    -79.732   -104.949     -8.710    192.252    115.342
      0.221   -102.877    -79.540   -104.834     -8.595    192.337    115.458
      0.222   -102.885    -79.347   -104.718     -8.480    192.423    115.573
      0.223   -102.894    -79.155   -104.602     -8.365    192.508    115.689
      0.224   -102.902    -78.962   -104.487     -8.249    192.593    115.805
      0.225   -102.910    -78.770   -104.371     -8.133    192.678    115.920
      0.226   -102.918    -78.577   -104.255     -8.016    192.763    116.037
      0.227   -102.926    -78.384   -104.139     -7.899    192.848    116.153
      0.228   -102.934    -78.191   -104.023     -7.782    192.933    116.269
      0.229   -102.942    -77.998   -103.906     -7.665    193.018    116.386
      0.230   -102.949    -77.805   -103.790     -7.548    193.103    116.503
      0.231   -102.957    -77.612   -103.673     -7.430    193.188    116.619
      0.232   -102.964    -77.419   -103.557     -7.312    193.273    116.736
      0.233   -102.971    -77.225   -103.440     -7.193    193.358    116.854
      0.234   -102.979    -77.032   -103.323     -7.074    193.443    116.971
      0.235   -102.986    -76.839   -103.206     -6.955    193.528    117.088
      0.236   -102.993    -76.645   -103.089     -6.836    193.613    117.206
      0.237   -102.999    -76.451   -102.971     -6.717    193.698    117.324
      0.238   -103.006    -76.258   -102.854     -6.597    193.783    117.442
      0.239   -103.013    -76.064   -102.736     -6.476    193.868    117.560
      0.240   -103.019    -75.870   -102.619     -6.356    193.953    117.678
      0.241   -103.025    -75.676   -102.501     -6.235    194.038    117.796
      0.242   -103.031    -75.482   -102.383     -6.114    194.123    117.915
      0.243   -103.037    -75.288   -102.265     -5.993    194.208    118.034
      0.244   -103.043    -75.093   -102.147     -5.871    194.293    118.153
      0.245   -103.049    -74.899   -102.029     -5.749    194.378    118.272
      0.246   -103.055    -74.705   -101.911     -5.627    194.463    118.391
      0.247   -103.060    -74.510   -101.792     -5.504    194.547    118.510
      0.248   -103.066    -74.316   -101.674     -5.381    194.632    118.630
      0.249   -103.071    -74.121   -101.555     -5.258    194.717    118.749
      0.250   -103.076    -73.926   -101.436     -5.134    194.802    118.869
      0.251   -103.081    -73.731   -101.317     -5.010    194.887    118.989
      0.252   -103.086    -73.536   -101.198     -4.886    194.971    119.109
      0.253   -103.091    -73.341   -101.079     -4.762    195.056    119.229
      0.254   -103.096    -73.146   -100.960     -4.637    195.141    119.350
      0.255   -103.101    -72.951   -100.840     -4.512    195.226    119.470
      0.256   -103.105    -72.756   -100.721     -4.386    195.310    119.591
      0.257   -103.109    -72.560   -100.601     -4.261    195.395    119.712
      0.258   -103.113    -72.365   -100.481     -4.135    195.480    119.833
      0.259   -103.118    -72.169   -100.361     -4.008    195.564    119.954
      0.260   -103.121    -71.974   -100.241     -3.882    195.649    120.076
      0.261   -103.125    -71.778   -100.121     -3.755    195.734    120.197
      0.262   -103.129    -71.582   -100.001     -3.627    195.818    120.319
      0.263   -103.133    -71.387    -99.881     -3.500    195.903    120.441
      0.264   -103.136    -71.191    -99.760     -3.372    195.987    120.563
      0.265   -103.139    -70.995    -99.640     -3.244    196.072    120.685
      0.266   -103.142    -70.798    -99.519     -3.115    196.156    120.807
      0.267   -103.146    -70.602    -99.398     -2.986    196.241    120.930
      0.268   -103.148    -70.406    -99.277     -2.857    196.325    121.053
      0.269   -103.151    -70.210    -99.156     -2.727    196.410    121.175
      0.270   -103.154    -70.013    -99.035     -2.597    196.494    121.298
      0.271   -103.156    -69.817    -98.913     -2.467    196.578    121.422
      0.272   -103.159    -69.620    -98.792     -2.337    196.663    121.545
      0.273   -103.161    -69.423    -98.670     -2.206    196.747    121.668
      0.274   -103.163    -69.226    -98.548     -2.075    196.831    121.792
      0.275   -103.165    -69.030    -98.427     -1.943    196.916    121.916
      0.276   -103.167    -68.833    -98.305     -1.811    197.000    122.040
      0.277   -103.169    -68.636    -98.182     -1.679    197.084    122.164
      0.278   -103.171    -68.438    -98.060     -1.546    197.168    122.288
      0.279   -103.172    -68.241    -97.938     -1.413    197.252    122.412
      0.280   -103.173    -68.044    -97.815     -1.280    197.336    122.537
      0.281   -103.175    -67.847    -97.693     -1.147    197.421    122.662
      0.282   -103.176    -67.649    -97.570     -1.013    197.505    122.787
      0.283   -103.177    -67.452    -97.447     -0.879    197.589    122.912
      0.284   -103.177    -67.254    -97.324     -0.744    197.673    123.037
      0.285   -103.178    -67.056    -97.201     -0.609    197.757    123.163
      0.286   -103.179    -66.858    -97.078     -0.474    197.840    123.288
      0.287   -103.179    -66.661    -96.955     -0.338    197.924    123.414
      0.288   -103.179    -66.463    -96.831     -0.202    198.008    123.540
      0.289   -103.179    -66.265    -96.708     -0.066    198.092    123.666
      0.290   -103.179    -66.066    -96.584      0.071    198.176    123.792
      0.291   -103.179    -65.868    -96.460      0.208    198.259    123.919
      0.292   -103.179    -65.670    -96.336      0.345    198.343    124.045
      0.293   -103.179    -65.471    -96.212      0.483    198.427    124.172
      0.294   -103.178    -65.273    -96.088      0.621    198.510    124.299
      0.295   -103.177    -65.074    -95.963      0.759    198.594    124.426
      0.296   -103.177    -64.876    -95.839      0.898    198.677    124.553
      0.297   -103.176    -64.677    -95.714      1.037    198.761    124.680
      0.298   -103.174    -64.478    -95.589      1.177    198.844    124.808
      0.299   -103.173    -64.279    -95.465      1.316    198.928    124.936
      0.300   -103.172    -64.080    -95.340      1.457    199.011    125.064
      0.301   -103.170    -63.881    -95.214      1.597    199.094    125.192
      0.302   -103.169    -63.682    -95.089      1.738    199.177    125.320
      0.303   -103.167    -63.483    -94.964      1.879    199.261    125.448
      0.304   -103.165    -63.284    -94.838      2.021    199.344    125.577
      0.305   -103.163    -63.084    -94.713      2.163    199.427    125.706
      0.306   -103.161    -62.885    -94.587      2.305    199.510    125.835
      0.307   -103.158    -62.685    -94.461      2.448    199.593    125.964
      0.308   -103.156    -62.486    -94.335      2.591    199.676    126.093
      0.309   -103.153    -62.286    -94.209      2.735    199.759    126.222
      0.310   -103.150    -62.086    -94.082      2.878    199.842    126.352
      0.311   -103.147    -61.886    -93.956      3.023    199.925    126.482
      0.312   -103.144    -61.686    -93.829      3.167    200.007    126.612
      0.313   -103.141    -61.486    -93.703      3.312    200.090    126.742
      0.314   -103.137    -61.286    -93.576      3.457    200.173    126.872
      0.315   -103.134    -61.086    -93.449      3.603    200.255    127.002
      0.316   -103.130    -60.886    -93.322      3.749    200.338    127.133
      0.317   -103.126    -60.685    -93.195      3.896    200.420    127.264
      0.318   -103.122    -60.485    -93.067      4.042    200.503    127.395
      0.319   -103.118    -60.284    -92.940      4.190    200.585    127.526
      0.320   -103.114    -60.084    -92.812      4.337    200.667    127.657
      0.321   -103.110    -59.883    -92.685      4.485    200.749    127.788
      0.322   -103.105    -59.682    -92.557      4.634    200.832    127.920
      0.323   -103.100    -59.481    -92.429      4.782    200.914    128.052
      0.324   -103.096    -59.280    -92.301      4.931    200.996    128.184
      0.325   -103.091    -59.079    -92.173      5.081    201.078    128.316
      0.326   -103.085    -58.878    -92.044      5.231    201.160    128.448
      0.327   -103.080    -58.677    -91.916      5.381    201.242    128.581
      0.328   -103.075    -58.476    -91.787      5.532    201.323    128.713
      0.329   -103.069    -58.274    -91.658      5.683    201.405    128.846
      0.330   -103.063    -58.073    -91.529      5.834    201.487    128.979
      0.331   -103.057    -57.871    -91.400      5.986    201.568    129.112
      0.332   -103.051    -57.670    -91.271      6.139    201.650    129.245
      0.333   -103.045    -57.468    -91.142      6.291    201.731    129.379
      0.334   -103.039    -57.266    -91.012      6.444    201.813    129.513
      0.335   -103.032    -57.064    -90.883      6.598    201.894    129.646
      0.336   -103.026    -56.862    -90.753      6.752    201.975    129.780
      0.337   -103.019    -56.660    -90.623      6.906    202.056    129.915
      0.338   -103.012    -56.458    -90.493      7.060    202.137    130.049
      0.339   -103.005    -56.256    -90.363      7.216    202.218    130.183
      0.340   -102.997    -56.054    -90.233      7.371    202.299    130.318
      0.341   -102.990    -55.852    -90.102      7.527    202.380    130.453
      0.342   -102.982    -55.649    -89.972      7.683    202.461    130.588
      0.343   -102.974    -55.447    -89.841      7.840    202.542    130.723
      0.344   -102.967    -55.244    -89.710      7.997    202.622    130.859
      0.345   -102.958    -55.041    -89.580      8.155    202.703    130.994
      0.346   -102.950    -54.839    -89.448      8.312    202.783    131.130
      0.347   -102.942    -54.636    -89.317      8.471    202.864    131.266
      0.348   -102.933    -54.433    -89.186      8.630    202.944    131.402
      0.349   -102.925    -54.230    -89.054      8.789    203.024    131.538
      0.350   -102.916    -54.027    -88.923      8.948    203.104    131.674
      0.351   -102.907    -53.824    -88.791      9.108    203.184    131.811
      0.352   -102.898    -53.621    -88.659      9.269    203.264    131.948
      0.353   -102.888    -53.417    -88.527      9.430    203.344    132.085
      0.354   -102.879    -53.214    -88.395      9.591    203.424    132.222
      0.355   -102.869    -53.010    -88.263      9.753    203.504    132.359
      0.356   -102.859    -52.807    -88.130      9.915    203.583    132.497
      0.357   -102.849    -52.603    -87.998     10.077    203.663    132.634
      0.358   -102.839    -52.400    -87.865     10.240    203.742    132.772
      0.359   -102.829    -52.196    -87.732     10.404    203.821    132.910
      0.360   -102.818    -51.992    -87.599     10.568    203.901    133.048
      0.361   -102.808    -51.788    -87.466     10.732    203.980    133.186
      0.362   -102.797    -51.584    -87.333     10.897    204.059    133.325
      0.363   -102.786    -51.380    -87.199     11.062    204.138    133.464
      0.364   -102.775    -51.176    -87.066     11.227    204.216    133.602
      0.365   -102.763    -50.971    -86.932     11.393    204.295    133.742
      0.366   -102.752    -50.767    -86.798     11.560    204.374    133.881
      0.367   -102.740    -50.563    -86.665     11.727    204.452    134.020
      0.368   -102.728    -50.358    -86.530     11.894    204.531    134.160
      0.369   -102.716    -50.154    -86.396     12.062    204.609    134.299
      0.370   -102.704    -49.949    -86.262     12.230    204.687    134.439
      0.371   -102.692    -49.744    -86.127     12.399    204.765    134.579
      0.372   -102.679    -49.539    -85.993     12.568    204.843    134.720
      0.373   -102.667    -49.335    -85.858     12.737    204.921    134.860
      0.374   -102.654    -49.130    -85.723     12.907    204.999    135.001
      0.375   -102.641    -48.925    -85.588     13.078    205.077    135.141
      0.376   -102.628    -48.719    -85.453     13.249    205.154    135.282
      0.377   -102.614    -48.514    -85.317     13.420    205.231    135.423
      0.378   -102.601    -48.309    -85.182     13.592    205.309    135.565
      0.379   -102.587    -48.104    -85.046     13.764    205.386    135.706
      0.380   -102.573    -47.898    -84.910     13.937    205.463    135.848
      0.381   -102.559    -47.693    -84.774     14.110    205.540    135.990
      0.382   -102.545    -47.487    -84.638     14.284    205.617    136.132
      0.383   -102.531    -47.281    -84.502     14.458    205.693    136.274
      0.384   -102.516    -47.076    -84.366     14.633    205.770    136.416
      0.385   -102.502    -46.870    -84.229     14.808    205.847    136.559
      0.386   -102.487    -46.664    -84.093     14.983    205.923    136.701
      0.387   -102.472    -46.458    -83.956     15.159    205.999    136.844
      0.388   -102.456    -46.252    -83.819     15.336    206.075    136.987
      0.389   -102.441    -46.046    -83.682     15.513    206.151    137.130
      0.390   -102.425    -45.840    -83.545     15.690    206.227    137.274
      0.391   -102.410    -45.633    -83.407     15.868    206.303    137.417
      0.392   -102.394    -45.427    -83.270     16.046    206.378    137.561
      0.393   -102.377    -45.221    -83.132     16.225    206.454    137.705
      0.394   -102.361    -45.014    -82.995     16.404    206.529    137.849
      0.395   -102.345    -44.808    -82.857     16.584    206.604    137.993
      0.396   -102.328    -44.601    -82.719     16.764    206.679    138.138
      0.397   -102.311    -44.394    -82.580     16.945    206.754    138.282
      0.398   -102.294    -44.187    -82.442     17.126    206.829    138.427
      0.399   -102.277    -43.981    -82.304     17.308    206.903    138.572
      0.400   -102.259    -43.774    -82.165     17.490    206.978    138.717
      0.401   -102.242    -43.567    -82.026     17.673    207.052    138.863
      0.402   -102.224    -43.360    -81.887     17.856    207.126    139.008
      0.403   -102.206    -43.152    -81.748     18.040    207.200    139.154
      0.404   -102.188    -42.945    -81.609     18.224    207.274    139.300
      0.405   -102.170    -42.738    -81.469     18.409    207.348    139.446
      0.406   -102.151    -42.530    -81.330     18.594    207.421    139.592
      0.407   -102.133    -42.323    -81.190     18.780    207.494    139.738
      0.408   -102.114    -42.115    -81.050     18.966    207.568    139.885
      0.409   -102.095    -41.908    -80.911     19.152    207.641    140.031
      0.410   -102.075    -41.700    -80.770     19.339    207.714    140.178
      0.411   -102.056    -41.492    -80.630     19.527    207.786    140.325
      0.412   -102.036    -41.285    -80.490     19.715    207.859    140.472
      0.413   -102.017    -41.077    -80.349     19.904    207.931    140.620
      0.414   -101.997    -40.869    -80.209     20.093    208.004    140.767
      0.415   -101.976    -40.661    -80.068     20.283    208.076    140.915
      0.416   -101.956    -40.453    -79.927     20.473    208.148    141.063
      0.417   -101.935    -40.244    -79.786     20.664    208.220    141.211
      0.418   -101.915    -40.036    -79.644     20.855    208.291    141.359
      0.419   -101.894    -39.828    -79.503     21.047    208.363    141.508
      0.420   -101.873    -39.619    -79.361     21.239    208.434    141.656
      0.421   -101.851    -39.411    -79.220     21.432    208.505    141.805
      0.422   -101.830    -39.202    -79.078     21.625    208.576    141.954
      0.423   -101.808    -38.994    -78.936     21.819    208.647    142.103
      0.424   -101.786    -38.785    -78.793     22.013    208.717    142.252
      0.425   -101.764    -38.576    -78.651     22.208    208.787    142.402
      0.426   -101.742    -38.368    -78.509     22.403    208.858    142.551
