#         t          x          y          z         vx         vy         vz
      3.778    334.877    -10.279    171.020     51.786    -58.974     -9.790
      3.779    334.929    -10.338    171.011     51.741    -58.971     -9.812
      3.780    334.981    -10.397    171.001     51.696    -58.969     -9.835
      3.781    335.032    -10.456    170.991     51.650    -58.966     -9.857
      3.782    335.084    -10.515    170.981     51.605    -58.963     -9.879
      3.783    335.135    -10.574    170.971     51.560    -58.960     -9.902
      3.784    335.187    -10.633    170.961     51.515    -58.957     -9.924
      3.785    335.238    -10.692    170.951     51.469    -58.955     -9.946
      3.786    335.290    -10.750    170.941     51.424    -58.952     -9.968
      3.787    335.341    -10.809    170.931     51.379    -58.949     -9.990
      3.788    335.393    -10.868    170.921     51.334    -58.946    -10.013
      3.789    335.444    -10.927    170.911     51.289    -58.943    -10.035
      3.790    335.495    -10.986    170.901     51.243    -58.940    -10.057
      3.791    335.546    -11.045    170.891     51.198    -58.937    -10.079
      3.792    335.598    -11.104    170.881     51.153    -58.935    -10.101
      3.793    335.649    -11.163    170.871     51.108    -58.932    -10.124
      3.794    335.700    -11.222    170.861     51.063    -58.929    -10.146
      3.795    335.751    -11.281    170.851     51.018    -58.926    -10.168
      3.796    335.802    -11.340    170.841     50.973    -58.923    -10.190
      3.797    335.853    -11.399    170.830     50.927    -58.920    -10.212
      3.798    335.904    -11.458    170.820     50.882    -58.917    -10.234
      3.799    335.955    -11.517    170.810     50.837    -58.914    -10.256
      3.800    336.005    -11.576    170.800     50.792    -58.911    -10.278
      3.801    336.056    -11.634    170.789     50.747    -58.908    -10.301
      3.802    336.107    -11.693    170.779     50.702    -58.905    -10.323
      3.803    336.158    -11.752    170.769     50.657    -58.902    -10.345
      3.804    336.208    -11.811    170.758     50.612    -58.900    -10.367
      3.805    336.259    -11.870    170.748     50.567    -58.897    -10.389
      3.806    336.309    -11.929    170.738     50.522    -58.894    -10.411
      3.807    336.360    -11.988    170.727     50.477    -58.891    -10.433
      3.808    336.410    -12.047    170.717     50.432    -58.888    -10.455
      3.809    336.461    -12.106    170.706     50.387    -58.885    -10.477
      3.810    336.511    -12.164    170.696     50.342    -58.882    -10.499
      3.811    336.561    -12.223    170.685     50.297    -58.879    -10.521
      3.812    336.612    -12.282    170.675     50.252    -58.876    -10.543
      3.813    336.662    -12.341    170.664     50.207    -58.873    -10.565
      3.814    336.712    -12.400    170.654     50.162    -58.869    -10.587
      3.815    336.762    -12.459    170.643     50.117    -58.866    -10.609
      3.816    336.812    -12.518    170.632     50.072    -58.863    -10.631
      3.817    336.862    -12.577    170.622     50.027    -58.860    -10.653
      3.818    336.912    -12.635    170.611     49.982    -58.857    -10.675
      3.819    336.962    -12.694    170.600     49.937    -58.854    -10.697
      3.820    337.012    -12.753    170.590     49.892    -58.851    -10.719
      3.821    337.062    -12.812    170.579     49.847    -58.848    -10.741
      3.822    337.112    -12.871    170.568     49.802    -58.845    -10.763
      3.823    337.162    -12.930    170.557     49.757    -58.842    -10.784
      3.824    337.211    -12.989    170.547     49.712    -58.839    -10.806
      3.825    337.261    -13.047    170.536     49.667    -58.836    -10.828
      3.826    337.311    -13.106    170.525     49.622    -58.832    -10.850
      3.827    337.360    -13.165    170.514     49.577    -58.829    -10.872
      3.828    337.410    -13.224    170.503     49.532    -58.826    -10.894
      3.829    337.459    -13.283    170.492     49.488    -58.823    -10.916
      3.830    337.509    -13.341    170.481     49.443    -58.820    -10.938
      3.831    337.558    -13.400    170.470     49.398    -58.817    -10.959
      3.832    337.608    -13.459    170.460     49.353    -58.814    -10.981
      3.833    337.657    -13.518    170.449     49.308    -58.810    -11.003
      3.834    337.706    -13.577    170.438     49.263    -58.807    -11.025
      3.835    337.756    -13.636    170.426     49.218    -58.804    -11.047
      3.836    337.805    -13.694    170.415     49.174    -58.801    -11.068
      3.837    337.854    -13.753    170.404     49.129    -58.798    -11.090
      3.838    337.903    -13.812    170.393     49.084    -58.794    -11.112
      3.839    337.952    -13.871    170.382     49.039    -58.791    -11.134
      3.840    338.001    -13.930    170.371     48.994    -58.788    -11.155
      3.841    338.050    -13.988    170.360     48.950    -58.785    -11.177
      3.842    338.099    -14.047    170.349     48.905    -58.781    -11.199
      3.843    338.148    -14.106    170.337     48.860    -58.778    -11.221
      3.844    338.197    -14.165    170.326     48.815    -58.775    -11.242
      3.845    338.246    -14.223    170.315     48.771    -58.772    -11.264
      3.846    338.294    -14.282    170.304     48.726    -58.768    -11.286
      3.847    338.343    -14.341    170.292     48.681    -58.765    -11.308
      3.848    338.392    -14.400    170.281     48.636    -58.762    -11.329
      3.849    338.440    -14.458    170.270     48.592    -58.759    -11.351
      3.850    338.489    -14.517    170.258     48.547    -58.755    -11.373
      3.851    338.537    -14.576    170.247     48.502    -58.752    -11.394
      3.852    338.586    -14.635    170.236     48.457    -58.749    -11.416
      3.853    338.634    -14.693    170.224     48.413    -58.745    -11.438
      3.854    338.683    -14.752    170.213     48.368    -58.742    -11.459
      3.855    338.731    -14.811    170.201     48.323    -58.739    -11.481
      3.856    338.779    -14.870    170.190     48.279    -58.735    -11.502
      3.857    338.828    -14.928    170.178     48.234    -58.732    -11.524
      3.858    338.876    -14.987    170.167     48.189    -58.729    -11.546
      3.859    338.924    -15.046    170.155     48.145    -58.725    -11.567
      3.860    338.972    -15.105    170.144     48.100    -58.722    -11.589
      3.861    339.020    -15.163    170.132     48.055    -58.718    -11.610
      3.862    339.068    -15.222    170.120     48.011    -58.715    -11.632
      3.863    339.116    -15.281    170.109     47.966    -58.712    -11.654
      3.864    339.164    -15.339    170.097     47.922    -58.708    -11.675
      3.865    339.212    -15.398    170.085     47.877    -58.705    -11.697
      3.866    339.260    -15.457    170.074     47.832    -58.701    -11.718
      3.867    339.308    -15.516    170.062     47.788    -58.698    -11.740
      3.868    339.355    -15.574    170.050     47.743    -58.695    -11.761
      3.869    339.403    -15.633    170.038     47.699    -58.691    -11.783
      3.870    339.451    -15.692    170.027     47.654    -58.688    -11.804
      3.871    339.498    -15.750    170.015     47.609    -58.684    -11.826
      3.872    339.546    -15.809    170.003     47.565    -58.681    -11.847
      3.873    339.594    -15.868    169.991     47.520    -58.677    -11.869
      3.874    339.641    -15.926    169.979     47.476    -58.674    -11.890
      3.875    339.689    -15.985    169.967     47.431    -58.670    -11.912
      3.876    339.736    -16.044    169.955     47.387    -58.667    -11.933
      3.877    339.783    -16.102    169.943     47.342    -58.663    -11.954
      3.878    339.831    -16.161    169.931     47.298    -58.660    -11.976
      3.879    339.878    -16.220    169.919     47.253    -58.656    -11.997
      3.880    339.925    -16.278    169.907     47.209    -58.653    -12.019
      3.881    339.972    -16.337    169.895     47.164    -58.649    -12.040
      3.882    340.019    -16.396    169.883     47.120    -58.646    -12.062
      3.883    340.067    -16.454    169.871     47.075    -58.642    -12.083
      3.884    340.114    -16.513    169.859     47.031    -58.639    -12.104
      3.885    340.161    -16.572    169.847     46.986    -58.635    -12.126
      3.886    340.208    -16.630    169.835     46.942    -58.632    -12.147
      3.887    340.254    -16.689    169.823     46.897    -58.628    -12.168
      3.888    340.301    -16.747    169.811     46.853    -58.624    -12.190
      3.889    340.348    -16.806    169.798     46.808    -58.621    -12.211
      3.890    340.395    -16.865    169.786     46.764    -58.617    -12.233
      3.891    340.442    -16.923    169.774     46.719    -58.614    -12.254
      3.892    340.488    -16.982    169.762     46.675    -58.610    -12.275
      3.893    340.535    -17.041    169.749     46.631    -58.607    -12.296
      3.894    340.582    -17.099    169.737     46.586    -58.603    -12.318
      3.895    340.628    -17.158    169.725     46.542    -58.599    -12.339
      3.896    340.675    -17.216    169.712     46.497    -58.596    -12.360
      3.897    340.721    -17.275    169.700     46.453    -58.592    -12.382
      3.898    340.768    -17.334    169.688     46.409    -58.588    -12.403
      3.899    340.814    -17.392    169.675     46.364    -58.585    -12.424
      3.900    340.860    -17.451    169.663     46.320    -58.581    -12.445
      3.901    340.907    -17.509    169.650     46.276    -58.577    -12.467
      3.902    340.953    -17.568    169.638     46.231    -58.574    -12.488
      3.903    340.999    -17.626    169.625     46.187    -58.570    -12.509
      3.904    341.045    -17.685    169.613     46.143    -58.566    -12.530
      3.905    341.091    -17.744    169.600     46.098    -58.563    -12.552
      3.906    341.138    -17.802    169.588     46.054    -58.559    -12.573
      3.907    341.184    -17.861    169.575     46.010    -58.555    -12.594
      3.908    341.230    -17.919    169.563     45.965    -58.552    -12.615
      3.909    341.275    -17.978    169.550     45.921    -58.548    -12.636
      3.910    341.321    -18.036    169.537     45.877    -58.544    -12.658
      3.911    341.367    -18.095    169.525     45.832    -58.540    -12.679
      3.912    341.413    -18.153    169.512     45.788    -58.537    -12.700
      3.913    341.459    -18.212    169.499     45.744    -58.533    -12.721
      3.914    341.505    -18.270    169.486     45.700    -58.529    -12.742
      3.915    341.550    -18.329    169.474     45.655    -58.525    -12.763
      3.916    341.596    -18.388    169.461     45.611    -58.522    -12.784
      3.917    341.641    -18.446    169.448     45.567    -58.518    -12.806
      3.918    341.687    -18.505    169.435     45.523    -58.514    -12.827
      3.919    341.732    -18.563    169.423     45.478    -58.510    -12.848
      3.920    341.778    -18.622    169.410     45.434    -58.506    -12.869
      3.921    341.823    -18.680    169.397     45.390    -58.503    -12.890
      3.922    341.869    -18.739    169.384     45.346    -58.499    -12.911
      3.923    341.914    -18.797    169.371     45.301    -58.495    -12.932
      3.924    341.959    -18.856    169.358     45.257    -58.491    -12.953
      3.925    342.005    -18.914    169.345     45.213    -58.487    -12.974
      3.926    342.050    -18.973    169.332     45.169    -58.484    -12.995
      3.927    342.095    -19.031    169.319     45.125    -58.480    -13.016
      3.928    342.140    -19.090    169.306     45.081    -58.476    -13.037
      3.929    342.185    -19.148    169.293     45.036    -58.472    -13.058
      3.930    342.230    -19.206    169.280     44.992    -58.468    -13.079
      3.931    342.275    -19.265    169.267     44.948    -58.464    -13.100
      3.932    342.320    -19.323    169.254     44.904    -58.460    -13.121
      3.933    342.365    -19.382    169.241     44.860    -58.456    -13.142
      3.934    342.410    -19.440    169.227     44.816    -58.453    -13.163
      3.935    342.454    -19.499    169.214     44.772    -58.449    -13.184
      3.936    342.499    -19.557    169.201     44.727    -58.445    -13.205
      3.937    342.544    -19.616    169.188     44.683    -58.441    -13.226
      3.938    342.589    -19.674    169.175     44.639    -58.437    -13.247
      3.939    342.633    -19.733    169.161     44.595    -58.433    -13.268
      3.940    342.678    -19.791    169.148     44.551    -58.429    -13.289
      3.941    342.722    -19.849    169.135     44.507    -58.425    -13.310
      3.942    342.767    -19.908    169.121     44.463    -58.421    -13.331
      3.943    342.811    -19.966    169.108     44.419    -58.417    -13.352
      3.944    342.856    -20.025    169.095     44.375    -58.413    -13.373
      3.945    342.900    -20.083    169.081     44.331    -58.409    -13.394
      3.946    342.944    -20.141    169.068     44.287    -58.405    -13.414
      3.947    342.989    -20.200    169.055     44.243    -58.401    -13.435
      3.948    343.033    -20.258    169.041     44.199    -58.397    -13.456
      3.949    343.077    -20.317    169.028     44.154    -58.393    -13.477
      3.950    343.121    -20.375    169.014     44.110    -58.389    -13.498
      3.951    343.165    -20.433    169.001     44.066    -58.385    -13.519
      3.952    343.209    -20.492    168.987     44.022    -58.381    -13.540
      3.953    343.253    -20.550    168.974     43.978    -58.377    -13.560
      3.954    343.297    -20.609    168.960     43.934    -58.373    -13.581
      3.955    343.341    -20.667    168.946     43.890    -58.369    -13.602
      3.956    343.385    -20.725    168.933     43.846    -58.365    -13.623
      3.957    343.429    -20.784    168.919     43.802    -58.361    -13.644
      3.958    343.473    -20.842    168.905     43.759    -58.357    -13.664
      3.959    343.516    -20.900    168.892     43.715    -58.353    -13.685
      3.960    343.560    -20.959    168.878     43.671    -58.349    -13.706
      3.961    343.604    -21.017    168.864     43.627    -58.345    -13.727
      3.962    343.647    -21.075    168.851     43.583    -58.341    -13.748
      3.963    343.691    -21.134    168.837     43.539    -58.337    -13.768
      3.964    343.734    -21.192    168.823     43.495    -58.333    -13.789
      3.965    343.778    -21.250    168.809     43.451    -58.328    -13.810
      3.966    343.821    -21.309    168.796     43.407    -58.324    -13.831
      3.967    343.865    -21.367    168.782     43.363    -58.320    -13.851
      3.968    343.908    -21.425    168.768     43.319    -58.316    -13.872
      3.969    343.951    -21.484    168.754     43.275    -58.312    -13.893
      3.970    343.995    -21.542    168.740     43.231    -58.308    -13.913
      3.971    344.038    -21.600    168.726     43.187    -58.304    -13.934
      3.972    344.081    -21.659    168.712     43.144    -58.299    -13.955
      3.973    344.124    -21.717    168.698     43.100    -58.295    -13.975
      3.974    344.167    -21.775    168.684     43.056    -58.291    -13.996
      3.975    344.210    -21.834    168.670     43.012    -58.287    -14.017
      3.976    344.253    -21.892    168.656     42.968    -58.283    -14.037
      3.977    344.296    -21.950    168.642     42.924    -58.279    -14.058
      3.978    344.339    -22.008    168.628     42.880    -58.274    -14.079
      3.979    344.382    -22.067    168.614     42.837    -58.270    -14.099
      3.980    344.425    -22.125    168.600     42.793    -58.266    -14.120
      3.981    344.467    -22.183    168.586     42.749    -58.262    -14.141
      3.982    344.510    -22.241    168.572     42.705    -58.258    -14.161
      3.983    344.553    -22.300    168.557     42.661    -58.253    -14.182
      3.984    344.595    -22.358    168.543     42.618    -58.249    -14.202
      3.985    344.638    -22.416    168.529     42.574    -58.245    -14.223
      3.986    344.681    -22.474    168.515     42.530    -58.241    -14.244
      3.987    344.723    -22.533    168.501     42.486    -58.236    -14.264
      3.988    344.766    -22.591    168.486     42.442    -58.232    -14.285
      3.989    344.808    -22.649    168.472     42.399    -58.228    -14.305
      3.990    344.850    -22.707    168.458     42.355    -58.224    -14.326
      3.991    344.893    -22.766    168.443     42.311    -58.219    -14.346
      3.992    344.935    -22.824    168.429     42.267    -58.215    -14.367
      3.993    344.977    -22.882    168.415     42.224    -58.211    -14.387
      3.994    345.019    -22.940    168.400     42.180    -58.206    -14.408
      3.995    345.062    -22.998    168.386     42.136    -58.202    -14.428
      3.996    345.104    -23.057    168.371     42.092    -58.198    -14.449
      3.997    345.146    -23.115    168.357     42.049    -58.193    -14.469
      3.998    345.188    -23.173    168.342     42.005    -58.189    -14.490
      3.999    345.230    -23.231    168.328     41.961    -58.185    -14.510
      4.000    345.272    -23.289    168.313     41.918    -58.180    -14.531
      4.001    345.314    -23.348    168.299     41.874    -58.176    -14.551
      4.002    345.355    -23.406    168.284     41.830    -58.172    -14.572
      4.003    345.397    -23.464    168.270     41.786    -58.167    -14.592
      4.004    345.439    -23.522    168.255     41.743    -58.163    -14.613
      4.005    345.481    -23.580    168.240     41.699    -58.159    -14.633
      4.006    345.522    -23.638    168.226     41.655    -58.154    -14.653
      4.007    345.564    -23.697    168.211     41.612    -58.150    -14.674
      4.008    345.606    -23.755    168.196     41.568    -58.145    -14.694
      4.009    345.647    -23.813    168.182     41.524    -58.141    -14.715
      4.010    345.689    -23.871    168.167     41.481    -58.137    -14.735
      4.011    345.730    -23.929    168.152     41.437    -58.132    -14.755
      4.012    345.772    -23.987    168.137     41.394    -58.128    -14.776
      4.013    345.813    -24.045    168.123     41.350    -58.123    -14.796
      4.014    345.854    -24.103    168.108     41.306    -58.119    -14.817
      4.015    345.896    -24.162    168.093     41.263    -58.114    -14.837
      4.016    345.937    -24.220    168.078     41.219    -58.110    -14.857
      4.017    345.978    -24.278    168.063     41.176    -58.106    -14.878
      4.018    346.019    -24.336    168.048     41.132    -58.101    -14.898
      4.019    346.060    -24.394    168.034     41.088    -58.097    -14.918
      4.020    346.101    -24.452    168.019     41.045    -58.092    -14.939
      4.021    346.142    -24.510    168.004     41.001    -58.088    -14.959
      4.022    346.183    -24.568    167.989     40.958    -58.083    -14.979
      4.023    346.224    -24.626    167.974     40.914    -58.079    -14.999
      4.024    346.265    -24.684    167.959     40.871    -58.074    -15.020
      4.025    346.306    -24.743    167.944     40.827    -58.070    -15.040
      4.026    346.347    -24.801    167.929     40.783    -58.065    -15.060
      4.027    346.388    -24.859    167.914     40.740    -58.061    -15.081
      4.028    346.428    -24.917    167.898     40.696    -58.056    -15.101
      4.029    346.469    -24.975    167.883     40.653    -58.052    -15.121
      4.030    346.510    -25.033    167.868     40.609    -58.047    -15.141
      4.031    346.550    -25.091    167.853     40.566    -58.043    -15.162
      4.032    346.591    -25.149    167.838     40.522    -58.038    -15.182
      4.033    346.631    -25.207    167.823     40.479    -58.033    -15.202
      4.034    346.672    -25.265    167.808     40.435    -58.029    -15.222
      4.035    346.712    -25.323    167.792     40.392    -58.024    -15.242
      4.036    346.752    -25.381    167.777     40.348    -58.020    -15.263
      4.037    346.793    -25.439    167.762     40.305    -58.015    -15.283
      4.038    346.833    -25.497    167.746     40.261    -58.010    -15.303
      4.039    346.873    -25.555    167.731     40.218    -58.006    -15.323
      4.040    346.914    -25.613    167.716     40.174    -58.001    -15.343
      4.041    346.954    -25.671    167.700     40.131    -57.997    -15.364
      4.042    346.994    -25.729    167.685     40.088    -57.992    -15.384
      4.043    347.034    -25.787    167.670     40.044    -57.987    -15.404
      4.044    347.074    -25.845    167.654     40.001    -57.983    -15.424
      4.045    347.114    -25.903    167.639     39.957    -57.978    -15.444
      4.046    347.154    -25.961    167.623     39.914    -57.974    -15.464
      4.047    347.194    -26.019    167.608     39.870    -57.969    -15.484
      4.048    347.234    -26.077    167.592     39.827    -57.964    -15.505
      4.049    347.273    -26.135    167.577     39.784    -57.960    -15.525
      4.050    347.313    -26.193    167.561     39.740    -57.955    -15.545
      4.051    347.353    -26.251    167.546     39.697    -57.950    -15.565
      4.052    347.393    -26.309    167.530     39.653    -57.945    -15.585
      4.053    347.432    -26.367    167.515     39.610    -57.941    -15.605
      4.054    347.472    -26.425    167.499     39.567    -57.936    -15.625
      4.055    347.511    -26.483    167.483     39.523    -57.931    -15.645
      4.056    347.551    -26.540    167.468     39.480    -57.927    -15.665
      4.057    347.590    -26.598    167.452     39.437    -57.922    -15.685
      4.058    347.630    -26.656    167.436     39.393    -57.917    -15.705
      4.059    347.669    -26.714    167.421     39.350    -57.913    -15.725
      4.060    347.708    -26.772    167.405     39.307    -57.908    -15.745
      4.061    347.748    -26.830    167.389     39.263    -57.903    -15.765
      4.062    347.787    -26.888    167.373     39.220    -57.898    -15.785
      4.063    347.826    -26.946    167.358     39.177    -57.894    -15.805
      4.064    347.865    -27.004    167.342     39.133    -57.889    -15.825
      4.065    347.904    -27.062    167.326     39.090    -57.884    -15.845
      4.066    347.943    -27.119    167.310     39.047    -57.879    -15.865
      4.067    347.982    -27.177    167.294     39.003    -57.874    -15.885
      4.068    348.021    -27.235    167.278     38.960    -57.870    -15.905
      4.069    348.060    -27.293    167.262     38.917    -57.865    -15.925
      4.070    348.099    -27.351    167.246     38.874    -57.860    -15.945
      4.071    348.138    -27.409    167.231     38.830    -57.855    -15.965
      4.072    348.177    -27.467    167.215     38.787    -57.850    -15.985
      4.073    348.216    -27.525    167.199     38.744    -57.846    -16.005
      4.074    348.254    -27.582    167.183     38.701    -57.841    -16.025
      4.075    348.293    -27.640    167.166     38.657    -57.836    -16.045
      4.076    348.332    -27.698    167.150     38.614    -57.831    -16.065
      4.077    348.370    -27.756    167.134     38.571    -57.826    -16.085
      4.078    348.409    -27.814    167.118     38.528    -57.821    -16.105
      4.079    348.447    -27.872    167.102     38.484    -57.817    -16.124
      4.080    348.486    -27.929    167.086     38.441    -57.812    -16.144
      4.081    348.524    -27.987    167.070     38.398    -57.807    -16.164
      4.082    348.563    -28.045    167.054     38.355    -57.802    -16.184
      4.083    348.601    -28.103    167.037     38.311    -57.797    -16.204
      4.084    348.639    -28.161    167.021     38.268    -57.792    -16.224
      4.085    348.677    -28.218    167.005     38.225    -57.787    -16.244
      4.086    348.716    -28.276    166.989     38.182    -57.782    -16.263
      4.087    348.754    -28.334    166.973     38.139    -57.777    -16.283
      4.088    348.792    -28.392    166.956     38.096    -57.773    -16.303
      4.089    348.830    -28.449    166.940     38.052    -57.768    -16.323
      4.090    348.868    -28.507    166.924     38.009    -57.763    -16.343
      4.091    348.906    -28.565    166.907     37.966    -57.758    -16.363
      4.092    348.944    -28.623    166.891     37.923    -57.753    -16.382
      4.093    348.982    -28.680    166.874     37.880    -57.748    -16.402
      4.094    349.020    -28.738    166.858     37.837    -57.743    -16.422
      4.095    349.058    -28.796    166.842     37.793    -57.738    -16.442
      4.096    349.095    -28.854    166.825     37.750    -57.733    -16.461
      4.097    349.133    -28.911    166.809     37.707    -57.728    -16.481
      4.098    349.171    -28.969    166.792     37.664    -57.723    -16.501
      4.099    349.208    -29.027    166.776     37.621    -57.718    -16.521
      4.100    349.246    -29.085    166.759     37.578    -57.713    -16.540
      4.101    349.284    -29.142    166.743     37.535    -57.708    -16.560
      4.102    349.321    -29.200    166.726     37.492    -57.703    -16.580
      4.103    349.359    -29.258    166.709     37.449    -57.698    -16.600
      4.104    349.396    -29.315    166.693     37.406    -57.693    -16.619
      4.105    349.433    -29.373    166.676     37.362    -57.688    -16.639
      4.106    349.471    -29.431    166.660     37.319    -57.683    -16.659
      4.107    349.508    -29.488    166.643     37.276    -57.678    -16.678
      4.108    349.545    -29.546    166.626     37.233    -57.673    -16.698
      4.109    349.582    -29.604    166.610     37.190    -57.668    -16.718
      4.110    349.620    -29.661    166.593     37.147    -57.663    -16.738
      4.111    349.657    -29.719    166.576     37.104    -57.658    -16.757
      4.112    349.694    -29.777    166.559     37.061    -57.653    -16.777
      4.113    349.731    -29.834    166.542     37.018    -57.647    -16.796
      4.114    349.768    -29.892    166.526     36.975    -57.642    -16.816
      4.115    349.805    -29.950    166.509     36.932    -57.637    -16.836
      4.116    349.842    -30.007    166.492     36.889    -57.632    -16.855
      4.117    349.879    -30.065    166.475     36.846    -57.627    -16.875
      4.118    349.915    -30.123    166.458     36.803    -57.622    -16.895
      4.119    349.952    -30.180    166.441     36.760    -57.617    -16.914
      4.120    349.989    -30.238    166.424     36.717    -57.612    -16.934
      4.121    350.026    -30.295    166.407     36.674    -57.607    -16.953
      4.122    350.062    -30.353    166.391     36.631    -57.602    -16.973
      4.123    350.099    -30.411    166.374     36.588    -57.596    -16.993
      4.124    350.135    -30.468    166.357     36.545    -57.591    -17.012
      4.125    350.172    -30.526    166.340     36.502    -57.586    -17.032
      4.126    350.208    -30.583    166.322     36.459    -57.581    -17.051
      4.127    350.245    -30.641    166.305     36.416    -57.576    -17.071
      4.128    350.281    -30.699    166.288     36.373    -57.571    -17.090
      4.129    350.318    -30.756    166.271     36.330    -57.565    -17.110
      4.130    350.354    -30.814    166.254     36.287    -57.560    -17.129
      4.131    350.390    -30.871    166.237     36.244    -57.555    -17.149
      4.132    350.426    -30.929    166.220     36.201    -57.550    -17.169
      4.133    350.463    -30.986    166.203     36.158    -57.545    -17.188
      4.134    350.499    -31.044    166.185     36.116    -57.539    -17.208
      4.135    350.535    -31.101    166.168     36.073    -57.534    -17.227
      4.136    350.571    -31.159    166.151     36.030    -57.529    -17.247
      4.137    350.607    -31.216    166.134     35.987    -57.524    -17.266
      4.138    350.643    -31.274    166.116     35.944    -57.519    -17.285
      4.139    350.679    -31.332    166.099     35.901    -57.513    -17.305
      4.140    350.715    -31.389    166.082     35.858    -57.508    -17.324
      4.141    350.751    -31.447    166.064     35.815    -57.503    -17.344
      4.142    350.786    -31.504    166.047     35.772    -57.498    -17.363
      4.143    350.822    -31.562    166.030     35.730    -57.492    -17.383
      4.144    350.858    -31.619    166.012     35.687    -57.487    -17.402
      4.145    350.893    -31.677    165.995     35.644    -57.482    -17.422
      4.146    350.929    -31.734    165.978     35.601    -57.476    -17.441
      4.147    350.965    -31.791    165.960     35.558    -57.471    -17.460
      4.148    351.000    -31.849    165.943     35.515    -57.466    -17.480
      4.149    351.036    -31.906    165.925     35.472    -57.461    -17.499
      4.150    351.071    -31.964    165.908     35.430    -57.455    -17.519
      4.151    351.107    -32.021    165.890     35.387    -57.450    -17.538
      4.152    351.142    -32.079    165.873     35.344    -57.445    -17.557
      4.153    351.177    -32.136    165.855     35.301    -57.439    -17.577
      4.154    351.213    -32.194    165.837     35.258    -57.434    -17.596
      4.155    351.248    -32.251    165.820     35.215    -57.429    -17.616
      4.156    351.283    -32.308    165.802     35.173    -57.423    -17.635
      4.157    351.318    -32.366    165.785     35.130    -57.418    -17.654
      4.158    351.353    -32.423    165.767     35.087    -57.412    -17.674
      4.159    351.388    -32.481    165.749     35.044    -57.407    -17.693
      4.160    351.423    -32.538    165.731     35.002    -57.402    -17.712
      4.161    351.458    -32.596    165.714     34.959    -57.396    -17.732
      4.162    351.493    -32.653    165.696     34.916    -57.391    -17.751
      4.163    351.528    -32.710    165.678     34.873    -57.386    -17.770
      4.164    351.563    -32.768    165.660     34.830    -57.380    -17.790
      4.165    351.598    -32.825    165.643     34.788    -57.375    -17.809
      4.166    351.633    -32.882    165.625     34.745    -57.369    -17.828
      4.167    351.667    -32.940    165.607     34.702    -57.364    -17.847
      4.168    351.702    -32.997    165.589     34.659    -57.359    -17.867
      4.169    351.737    -33.055    165.571     34.617    -57.353    -17.886
      4.170    351.771    -33.112    165.553     34.574    -57.348    -17.905
      4.171    351.806    -33.169    165.535     34.531    -57.342    -17.924
      4.172    351.840    -33.227    165.518     34.489    -57.337    -17.944
      4.173    351.875    -33.284    165.500     34.446    -57.331    -17.963
      4.174    351.909    -33.341    165.482     34.403    -57.326    -17.982
      4.175    351.944    -33.399    165.464     34.360    -57.320    -18.001
      4.176    351.978    -33.456    165.446     34.318    -57.315    -18.021
      4.177    352.012    -33.513    165.428     34.275    -57.309    -18.040
      4.178    352.046    -33.570    165.410     34.232    -57.304    -18.059
      4.179    352.081    -33.628    165.391     34.190    -57.299    -18.078
      4.180    352.115    -33.685    165.373     34.147    -57.293    -18.097
      4.181    352.149    -33.742    165.355     34.104    -57.288    -18.117
      4.182    352.183    -33.800    165.337     34.062    -57.282    -18.136
      4.183    352.217    -33.857    165.319     34.019    -57.276    -18.155
      4.184    352.251    -33.914    165.301     33.976    -57.271    -18.174
      4.185    352.285    -33.971    165.283     33.934    -57.265    -18.193
      4.186    352.319    -34.029    165.264     33.891    -57.260    -18.212
      4.187    352.353    -34.086    165.246     33.848    -57.254    -18.232
      4.188    352.387    -34.143    165.228     33.806    -57.249    -18.251
      4.189    352.420    -34.201    165.210     33.763    -57.243    -18.270
      4.190    352.454    -34.258    165.191     33.721    -57.238    -18.289
      4.191    352.488    -34.315    165.173     33.678    -57.232    -18.308
      4.192    352.521    -34.372    165.155     33.635    -57.227    -18.327
      4.193    352.555    -34.429    165.136     33.593    -57.221    -18.346
      4.194    352.589    -34.487    165.118     33.550    -57.215    -18.365
      4.195    352.622    -34.544    165.100     33.507    -57.210    -18.385
      4.196    352.656    -34.601    165.081     33.465    -57.204    -18.404
      4.197    352.689    -34.658    165.063     33.422    -57.199    -18.423
      4.198    352.723    -34.715    165.045     33.380    -57.193    -18.442
      4.199    352.756    -34.773    165.026     33.337    -57.187    -18.461
      4.200    352.789    -34.830    165.008     33.295    -57.182    -18.480
      4.201    352.822    -34.887    164.989     33.252    -57.176    -18.499
      4.202    352.856    -34.944    164.971     33.209    -57.171    -18.518
      4.203    352.889    -35.001    164.952     33.167    -57.165    -18.537
      4.204    352.922    -35.059    164.934     33.124    -57.159    -18.556
      4.205    352.955    -35.116    164.915     33.082    -57.154    -18.575
      4.206    352.988    -35.173    164.896     33.039    -57.148    -18.594
      4.207    353.021    -35.230    164.878     32.997    -57.142    -18.613
      4.208    353.054    -35.287    164.859     32.954    -57.137    -18.632
      4.209    353.087    -35.344    164.840     32.912    -57.131    -18.651
      4.210    353.120    -35.401    164.822     32.869    -57.125    -18.670
      4.211    353.153    -35.459    164.803     32.827    -57.120    -18.689
      4.212    353.186    -35.516    164.784     32.784    -57.114    -18.708
      4.213    353.218    -35.573    164.766     32.742    -57.108    -18.727
